14.048	15.64
14.326	11.22
17.734	2.13
18.255	0
21.335	0
15.558	0
14.537	56.04
14.658	7.48
15.046	1.47
15.558	3.93
15.991	0
14.28	0
17.212	2.18
19.464	6.1
15.109	5.83
14.267	28.19
20.069	0
18.865	0
18.562	1.64
20.069	3.71
18.395	7.31
16.425	2.03
16.568	1.72
16.624	5.97
15.494	13.06
15.494	1.26
17.578	0
14.895	0
15.033	8.12
14.895	1.09
16.116	3.94
18.98	0.52
16.458	2.93
14.464	5.65
16.303	20.03
14.994	1.75
11.961	0
16.843	12.64
23.54	0
23.54	11.06
17.922	0
18.785	0
15.68	0
20.944	18.3
18.508	39.35
18.118	0
15.874	174.63
15.857	0
22.471	0
17.062	7.73
18.851	16.33
14.76	5.86
19.025	42.87
17.282	12.18
17.239	16
19.804	24.59
15.848	0
15.076	28.74
15.076	0
19.886	9.96
16.614	30.18
16.991	70.76
12.006	0
16.375	0
16.484	51.78
19.495	3.64
15.404	3.63
15.392	0
17.1	0
17.1	8.16
17.86	4.95
16.419	0
16.21	0
14.201	6.04
14.468	0
21.011	3.95
15.455	0
16.182	7.8
15.652	0
14.114	0
17.951	4.62
14.206	1.63
15.991	0
19.046	0
15.723	746.28
16.943	7.02
11.731	0
18.333	2.44
16.363	3.05
17.008	185.76
14.798	0
15.568	6.3
18.131	0.72
15.719	4.96
18.333	0
18.333	0
15.701	2.35
17.255	0
17.952	3.2
16.501	0
16.766	6.36
17.89	0
21.896	15.34
17.284	0
18.053	0
15.349	0.54
20.348	0
19.523	6.43
15.913	0.33
18.279	0
14.005	1.23
17.777	3.35
24.228	0
18.279	9.96
23.566	0
20.848	0
13.737	0
20.794	0
20.421	0
19.353	6.43
23.875	9.71
20.34	0
17.539	0
17.782	0
16.242	0
18.141	0
17.871	82.75
20.926	3.32
23.19	1.94
20.926	0
20.926	0
23.53	3.71
21.337	5.39
19.993	2.14
13.873	6.84
15.042	3.18
14.297	5.55
11.094	6.61
15.377	61.13
13.411	0
15.284	38.48
22.268	1.94
18.702	70.32
15.946	10.08
19.333	3.19
14.022	1.76
18.577	7.36
24.229	2.21
20.521	278.53
15.864	2.75
15.45	0
17.705	1.29
16.955	0
16.422	26.43
16.137	2.07
18.771	2
16.196	16.4
23.873	46.7
18.344	0
16.837	0
15.657	0
15.726	0
15.932	43.32
17.263	8.59
16.433	0
16.032	2.77
15.698	14.68
16.025	40.54
23.122	10.82
21.893	0
21.893	0
22.461	0
16.815	1.95
16.526	49.59
15.574	5.8
24.488	0
17.496	0
17.496	0
24.359	2.17
20.572	0.43
16.338	0
15.721	6.44
23.66	54.29
23.714	11.16
17.82	0
11.953	0
