21.7	40	0.4	0	2.47
26.8	25	3.1	0	0.68
24	36	3.1	0	0.24
22.1	37	3.6	0	0.21
21.4	38	2.7	0	1.52
18.9	41	3.1	0	10.34
22.3	46	4	0	0
23.9	41	2.2	0	8.02
21.4	44	2.7	0	0.68
20.6	59	0.9	0	0
23.7	40	1.8	0	1.38
28.3	32	4	0	8.85
11.2	84	7.6	0	3.3
21.4	42	3.1	0	4.25
19.3	39	3.6	0	1.56
21.8	53	3.1	0	6.54
22.1	54	7.6	0	0.79
19.4	55	4	0	0.17
23.7	24	3.1	0	0
21	32	3.1	0	0
19.1	53	2.7	0	4.4
21.8	56	3.1	0	0.52
20.1	58	4.5	0	9.27
20.2	47	4	0	3.09
4.8	57	8.5	0	8.98
5.1	61	8	0	11.19
5.1	61	4.9	0	5.38
4.6	21	8.5	0	17.85
4.6	21	8.5	0	10.73
4.6	21	8.5	0	22.03
4.6	21	8.5	0	9.77
2.2	59	4.9	0	9.27
5.1	24	8.5	0	24.77
4.2	51	4	0	0
8.8	35	3.1	0	1.1
7.5	46	8	0	24.24
23.4	40	6.3	0	0
12.6	90	7.6	0.2	0
22.1	49	2.7	0	0
24.2	32	1.8	0	0
24.3	30	1.8	0	0
18.7	53	1.8	0	0
25.3	39	0.9	0	8
22.9	40	1.3	0	2.64
26.9	28	5.4	0	86.45
17.1	67	3.6	0	6.57
22.2	48	1.3	0	0
14.3	46	1.8	0	0.9
15.4	45	2.2	0	0
19.6	43	4.9	0	0
10.6	90	2.7	0	0
20.7	25	4.9	0	0
19.1	39	5.4	0	3.52
19.2	38	4.5	0	0
19.2	38	4.5	0	0
11.3	94	4.9	0	0
19	52	2.2	0	0
17.1	53	5.4	0	0.41
23.8	35	3.6	0	5.18
16	45	1.8	0	0
24.9	27	2.2	0	0
25.3	27	2.7	0	0
24.8	28	1.8	0	14.29
12.2	78	6.3	0	0
24.3	27	4.9	0	0
19.7	41	1.8	0	1.58
18.5	30	2.7	0	0
18.6	24	5.8	0	0
19.2	24	4.9	0	3.78
21.6	27	2.2	0	0
21.6	28	6.3	0	4.41
18.9	34	7.2	0	34.36
16.8	28	4	0	7.21
16.8	28	4	0	1.01
12.9	39	2.7	0	2.18
13.7	56	1.8	0	4.42
24.2	27	3.1	0	0
24.1	27	3.1	0	0
21.2	32	2.2	0	0
19.7	35	1.8	0	0
23.5	27	4	0	3.33
24.2	27	3.1	0	6.58
21.5	28	4.5	0	15.64
17.1	41	2.2	0	11.22
18.1	54	3.1	0	2.13
18	51	5.4	0	0
9.8	86	1.8	0	0
19.3	44	2.2	0	0
23	34	2.2	0	56.04
22.7	35	2.2	0	7.48
20.4	41	1.8	0	1.47
19.3	44	2.2	0	3.93
15.7	51	2.2	0	0
20.6	37	1.8	0	0
15.9	51	4.5	0	2.18
12.2	66	4.9	0	6.1
16.8	43	3.1	0	5.83
21.3	35	2.2	0	28.19
10.1	75	3.6	0	0
17.4	57	4.5	0	0
12.8	64	3.6	0	1.64
10.1	75	3.6	0	3.71
15.4	53	6.3	0	7.31
20.6	43	3.6	0	2.03
19.8	47	2.7	0	1.72
18.7	50	2.2	0	5.97
20.8	35	4.9	0	13.06
20.8	35	4.9	0	1.26
15.9	55	3.6	0	0
19.7	39	2.7	0	0
21.1	39	2.2	0	8.12
18.4	42	2.2	0	1.09
17.3	45	4	0	3.94
15.2	64	3.1	0	0.52
15.9	53	2.2	0	2.93
21.1	35	2.7	0	5.65
19.6	45	3.1	0	20.03
15.9	38	5.4	0	1.75
16.4	27	3.6	0	0
16.8	47	4.9	0	12.64
13.8	77	7.6	0	0
13.8	77	7.6	0	11.06
14.2	58	4	0	0
10.4	75	0.9	0	0
20.3	42	2.7	0	0
10.3	78	4	0	18.3
15.4	57	4.9	0	39.35
21.1	54	2.2	0	0
21.9	42	2.2	0	174.63
8.7	51	5.8	0	0
5.2	100	0.9	0	0
19.3	39	7.2	0	7.73
16.2	63	2.7	0	16.33
28.2	29	1.8	0	5.86
20.5	58	2.7	0	42.87
21.3	44	4.5	0	12.18
20.9	50	2.2	0	16
20.6	55	5.4	0	24.59
11.6	48	5.4	0	0
23.3	34	3.1	0	28.74
23.3	34	3.1	0	0
7.5	71	6.3	0	9.96
20.7	46	2.7	0	30.18
21.9	43	4	0	70.76
15.2	19	7.6	0	0
5.3	68	1.8	0	0
10.1	62	1.8	0	51.78
20.4	55	4.9	0	3.64
24.3	33	3.6	0	3.63
25.9	32	3.1	0	0
28	34	4.5	0	0
28	34	4.5	0	8.16
22.8	46	4	0	4.95
25	36	4	0	0
21.3	41	3.6	0	0
21.8	34	2.2	0	6.04
27.9	27	2.2	0	0
17	67	4.9	0	3.95
14.2	46	4	0	0
19.9	44	3.1	0	7.8
23.4	31	5.4	0	0
14.7	42	2.7	0	0
8.2	53	9.4	0	4.62
22.8	27	4.5	0	1.63
26.4	33	3.6	0	0
24.1	50	4	0	0
27.5	27	4.9	0	746.28
26.3	39	3.1	0	7.02
13.8	24	5.8	0	0
24.9	42	5.4	0	2.44
24.8	36	4	0	3.05
26.2	36	4.5	0	185.76
30.8	19	4.5	0	0
29.3	27	3.6	0	6.3
22.3	48	4	0	0.72
26.9	31	3.6	0	4.96
20.4	56	2.2	0	0
20.4	56	2.2	0	0
27.9	33	2.2	0	2.35
26.2	34	5.8	0	0
24.6	44	4	0	3.2
19.4	45	3.6	0	0
23.3	40	4	0	6.36
23.9	38	6.7	0	0
20.9	66	4.9	0	15.34
22.2	45	3.6	0	0
23.8	51	1.8	0	0
26.8	35	1.3	0	0.54
14.2	73	2.7	0	0
23.6	53	4	0	6.43
19.1	46	2.2	0	0.33
16.2	58	3.6	0	0
25.5	29	1.8	0	1.23
10.9	64	3.1	0	3.35
14.8	78	8	0	0
16.2	58	3.6	0	9.96
17.3	80	4.5	0	0
19.1	70	2.2	0	0
8.9	35	8	0	0
10.5	77	4	0	0
19.3	61	4.9	0	0
23.4	49	5.4	0	6.43
11.8	88	4.9	0	9.71
17.7	65	4	0	0
17.4	54	3.1	0	0
16.8	56	3.1	0	0
17.9	48	2.7	0	0
16.6	59	2.7	0	0
19.9	50	4	0	82.75
18.9	64	4.9	0	3.32
15.5	72	8	0	1.94
18.9	64	4.9	0	0
18.9	64	4.9	0	0
14.5	76	7.6	0	3.71
4.6	82	6.3	0	5.39
5.1	77	5.4	0	2.14
4.6	59	0.9	0	6.84
10.2	45	5.8	0	3.18
11.2	41	5.4	0	5.55
13.3	27	3.6	0	6.61
13.7	33	9.4	0	61.13
17.6	27	5.8	0	0
18	40	4	0	38.48
14.3	79	4	0	1.94
24.5	50	3.1	0	70.32
26.4	35	2.7	0	10.08
22.7	40	9.4	0	3.19
27.2	28	1.3	0	1.76
26.1	45	4	0	7.36
18.2	82	4.5	0	2.21
22.6	57	4.9	0	278.53
30.2	25	4.5	0	2.75
30.2	22	4.9	0	0
23.4	40	5.8	0	1.29
31	27	5.4	0	0
33.1	25	4	0	26.43
30.6	28	3.6	0	2.07
24.1	43	6.3	0	2
26.4	34	3.6	0	16.4
19.4	71	7.6	0	46.7
20.6	58	1.3	0	0
28.7	33	4	0	0
32.4	21	4.5	0	0
32.4	27	2.2	0	0
27.5	29	4.5	0	43.32
30.8	30	4.9	0	8.59
23.9	42	2.2	0	0
32.6	26	3.1	0	2.77
32.3	27	2.2	0	14.68
33.3	26	2.7	0	40.54
27.3	63	4.9	6.4	10.82
21.6	65	4.9	0.8	0
21.6	65	4.9	0.8	0
20.7	69	4.9	0.4	0
29.2	30	4.9	0	1.95
28.9	29	4.9	0	49.59
26.7	35	1.8	0	5.8
18.5	73	8.5	0	0
25.9	41	3.6	0	0
25.9	41	3.6	0	0
21.1	71	7.6	1.4	2.17
18.2	62	5.4	0	0.43
27.8	35	2.7	0	0
27.8	32	2.7	0	6.44
21.9	71	5.8	0	54.29
21.2	70	6.7	0	11.16
25.6	42	4	0	0
11.8	31	4.5	0	0
